year,paper,subject_slug,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,difficulty
2023,Paper-II,estimation,"Estimate the cost of brickwork required in a wall 4m long, 3m high, and 150mm thick and the rate of brickwork is 400 per cum. No Deduction shall be done.",720,840,960,480,1,N/A,medium
2023,Paper-II,estimation,"According to IS: 1200 (Part V), identify whether the given statements related to estimation of formwork in RCC are correct or incorrect. Statements: 1. No deduction shall be made for ventilators having an opening of 1.5m² area. 2. Circular cutting and rounded edges shall be measured in running metres.","Statement 1 is correct and Statement 2 is incorrect","Statement 1 is incorrect and Statement 2 is correct","Both Statements 1 and 2 are correct","Both Statements 1 and 2 are incorrect",3,N/A,medium
2023,Paper-II,estimation,"Which of the following statement(s) is/are correct about the lead & lift in Estimation? Statements: 1. The unit of lead is 50m for a distance up to 500m 2. Lift shall be measured from ground level. 3. The unit of lead is 500m for a distance exceeding 500m up to 5km","1 and 2 Only","2 and 3 Only","All Statements 1, 2 and 3","1 and 3 Only",4,N/A,medium
2023,Paper-II,estimation,"Match the items under List 1 (Description of Item) with those under List 2 (Unit of Measurement) in Estimating and Costing and choose the correct option. P. Earthwork Q. Clean of Shrubs, Brushwood and small tree R. Expansion Joint work in Concrete S. Reinforcement","P-4,Q-1,R-2,S-3","P-2,Q-4,R-1,S-3","P-3,Q-1,R-4,S-2","P-4,Q-3,R-1,S-2",1,N/A,medium
2023,Paper-II,hydraulics,"What will be the specific weight of one litre of liquid which has a weight of 9.81 N?","1000 N/m³","981 N/m³","0.00981 N/m³","9810 N/m³",4,N/A,medium
2023,Paper-II,hydraulics,"Identify the correct ratio of the loss of head at the entrance of a pipe (h_i) to the Loss of head at the exit of pipe (h_o)","Ratio = 0.25","Ratio = 0.5","Ratio = 2","Ratio = 4",2,N/A,medium
2023,Paper-II,hydraulics,"Calculate the corresponding height of fluid (oil) of specific gravity of 0.9, if the pressure intensity at a point in a fluid is given as 3.6 N/cm². Take g = 10 m/s².","0.9 m of oil","3.6 m of oil","4 m of oil","10 m of oil",3,N/A,medium
2023,Paper-II,hydraulics,"Identify whether the given statements related to pressure measurement are correct or incorrect. Statements: 1. Absolute Pressure is equal to sum of atmospheric pressure and gauge pressure. 2. The atmospheric pressure at sea level and at 15°C is equal to 1.033 kN/m²","Statement 1 is correct and Statement 2 is incorrect","Statement 1 is incorrect and Statement 2 is correct","Both Statements 1 and 2 are correct","Both Statements 1 and 2 are incorrect",1,N/A,medium
2023,Paper-II,hydraulics,"Which of the following is the mismatched pair of type of flow for the given value of Reynolds Number?","Laminar Flow in pipe = 1000","Laminar Flow in open channel = 2000","Turbulent Flow in open channel = 3500","Turbulent Flow in pipe = 5000",2,N/A,medium
2023,Paper-II,hydraulics,"Which of the following is the correct chronological order/sequence of the arrangement of parts for the lifting of water by reciprocating pump from bottom to top? A. Suction Valve B. Delivery Valve C. Suction Pipe D. Delivery Pipe","C, A, B, D","D, C, B, A","B, D, A, C","C, D, B, A",1,N/A,medium
2023,Paper-II,transportation,"Identify the correct IRC Code which is referred for the guidelines for the Road Signs?",IRC:56,IRC:37,IRC:67,IRC:35,3,N/A,medium
2023,Paper-II,transportation,"In a district with heavy rainfall, WBM (Water Bound Macadam) of a major district road of 6.6m width, is planned to be constructed. What should be the height of the crown with respect to the edge? Take Camber = 1 in 33","0.19 m","0.035 m","0.058 m","0.1 m",4,N/A,medium
2023,Paper-II,transportation,"Consider the following statements related to geometric design of highways and choose the correct option. Statements: 1. As a compromise and from practical considerations, it is suggested that the super-elevation should be provided to fully counteract the centrifugal force due to 95% of the design speed. 2. The ratio of the centrifugal force to the weight of the vehicle is known as centrifugal ratio.","Statement 1 is correct and statement 2 is incorrect","Statement 1 is incorrect and statement 2 is correct","Both Statement 1 & 2 are correct","Both Statement 1 & 2 are incorrect",2,N/A,medium
2023,Paper-II,soil-mechanics,"Identify the type of soil which effervesce when tested with weak hydrochloric acid.","Expansive Clay",Bentonite,"Diatomaceous Earth","Calcareous Soil",4,N/A,medium
2023,Paper-II,soil-mechanics,"Choose the most relevant consistency type for the soil with following description: 1. Consistency Index = 1.27 2. Unconfined compressive strength = 450 kN/m².",Stiff,Medium,Hard,Soft,3,N/A,medium
2023,Paper-II,soil-mechanics,"Identify whether the following statements are correct or incorrect with respect to compaction of soil. Statements: 1. The heavier compaction decreases the maximum dry density of the soil but increases the optimum water content. 2. In compaction curve, 10% air content line and 90% saturation line are identical.","Statement 1 is correct and statement 2 is incorrect","Statement 1 is incorrect and statement 2 is correct","Both Statement 1 & 2 are correct","Both Statement 1 & 2 are incorrect",4,N/A,medium
2023,Paper-II,soil-mechanics,"Choose the correct statement(s) related to ultimate bearing capacity of a strip footing on cohesive soils. (i) It remains constant with increase in width of footing. (ii) It increases with increase in width of footing. (iii) It decreases with increase in width of footing.","Only (i)","Both (i) and (ii)","Only (iii)","Both (i) and (iii)",1,N/A,medium
2023,Paper-II,soil-mechanics,"Match the items under List 1 (Group Symbol) with those under List 2 (Typical Name) in Indian Standard Classification system and choose the correct option. P. ML Q. OL R. CH S. Pt","P-4,Q-1,R-2,S-3","P-2,Q-4,R-1,S-3","P-3,Q-1,R-4,S-2","P-4,Q-3,R-1,S-2",2,N/A,medium
2023,Paper-II,soil-mechanics,"Which of the following is the correctly matched pair of type of soil and its range of coefficient of permeability (mm/sec)?","Clean Gravel - 10⁻⁴ to 10⁻²","Fine Sand - 10⁻² to 10⁻⁴","Dense Silt - 10⁻⁵ to 10⁻⁴","Silty Clay - 10⁻² to 10⁻¹",1,N/A,medium
2023,Paper-II,soil-mechanics,"Arrange the following types of soil/rock in decreasing order of their safe bearing capacity. A. Compact and Dry medium sand B. Laminated Rock C. Hard or Stiff Clay D. Residual Deposits of Shattered and broken rocks","B, A, C, D","D, C, B, A","D, A, C, B","B, D, C, A",1,N/A,medium
2023,Paper-II,rcc,"A RCC continuous beam has 2.5m of effective span. The beam will be deemed to be a deep beam if","The overall depth of beam is equal to 750mm","The overall depth of beam is equal to 500mm","The effective depth of beam is equal to 600mm","The overall depth of beam is equal to 1200mm",1,N/A,medium
2023,Paper-II,rcc,"Which of the following is/are the disadvantage(s) of the Working Stress Method in RCC Design? 1. The working stress method fails to discriminate between different types of load that act simultaneously but have different uncertainties. 2. The actual factor of safety is not known in this method of design.","Statement 1 is correct and statement 2 is incorrect","Statement 1 is incorrect and statement 2 is correct","Both Statement 1 & 2 are correct","Both Statement 1 & 2 are incorrect",3,N/A,medium
2023,Paper-II,rcc,"According to IS : 456 - 2000, in limit state method of design of RCC structures, which of the following is the mismatched pair of environmental conditions & minimum grade of reinforced concrete required?","Very Severe - M35","Mild - M15","Extreme - M40","Moderate - M25",4,N/A,medium
2023,Paper-II,rcc,"Arrange the following in the increasing order of their striking/removal period of formwork for different elements of RCC structures. A. Props to beam spanning over 6m. B. Vertical formwork to walls. C. Props to slabs spanning over 4.5m. D. Soffit formwork to slabs (props to be re-fixed immediately after removal of formwork)","B, A, C, D","D, C, B, A","D, A, C, B","B, D, C, A",1,N/A,medium
2023,Paper-II,rcc,"For outstanding element of compression flange of Rolled Steel I- Section, if b/t_f is < 9.4ε, then section is classified as -",Compact,"Semi-Compact",Plastic,Slender,3,N/A,medium
2023,Paper-II,rcc,"In which of the following situation, the spot welding is used?","when two plates are placed one below the other","when two plates are placed one butting against the other","when two plates are placed one next to other","when two plates are placed at right angles to each other",1,N/A,medium
2023,Paper-II,rcc,"Consider the following statements related to steel built- up column design according to IS 800: 2007, and choose the correct option. Statements: 1. In bolted/riveted construction, the effective length of lacing bars for the determination of the design strength shall be taken as the length between the inner end fastener of the bars for single lacing system. 2. In bolted/riveted construction, the minimum width of lacing bars shall be five times the nominal diameter of the end bolt/rivet.","Both statements are true.","Statement 1 is false and statement 2 is true.","Both statements are false.","Statement 2 is false and statement 1 is true.",1,N/A,medium
2023,Paper-II,rcc,"Which of the following statements is INCORRECT with respect to the design of steel roof trusses? Statements: 1. If the roof slope is 20°, the snow load may be neglected. 2. One of the most critical load on an industrial steel building is the wind load. 3. The dead loads of the truss include the dead load of roofing materials, purlins, trusses and bracing system.","Only 1","Only 2","Only 3","Both 2 & 3",1,N/A,medium
2023,Paper-II,rcc,"According to IS : 800 - 2007, which of the following is the correctly matched pair of 'thickness of thicker plate' and minimum size of fillet weld'?","0 mm to 10mm - 2mm","11 mm to 20mm - 4mm","21 mm to 32mm - 6mm","33 mm to 50mm - 12mm",2,N/A,medium
2023,Paper-II,hydrology,"Identify the INCORRECT method for reclamation of uncultivable agriculture land due to waterlogging and salinity.","Leaching","Application of 1 to 5 percent solution of sodium chloride chemical","Adopting rice cultivation","Drainage and lowering of water table",2,N/A,medium
2023,Paper-II,hydrology,"Which of the following does represent the irrigating capacity of a unit quantity of water?","Base Period","Field Capacity",Delta,Duty,4,N/A,medium
2023,Paper-II,hydrology,"A crop requires a total depth of 100 cm of water for a base period of 200 days, determine the duty of irrigating water.","17.28 hectares/cumec","14.32 hectares/cumec","1728 hectares/cumec","1432 hectares/cumec",1,N/A,medium
2023,Paper-II,hydrology,"Which of the following is/are the correct remedies to prevent the rupture of weir floor due to suction caused by standing wave? Statements: 1. Providing additional thickness of floor to counterbalance the extra pressure due to the standing wave. 2. Constructing the floor thickness in one concrete mass instead of masonry layers.","Both statements are correct.","Statement 1 is incorrect and statement 2 is correct.","Both statements are incorrect.","Statement 2 is incorrect and statement 1 is correct.",1,N/A,medium
2023,Paper-II,hydrology,"Which of the following is/are the disadvantage(s) of Tipping Bucket Rain Gauge? Statements: 1. The Tipping Bucket Rain Gauge is most suitable for measuring snow. 2. The Tipping Bucket Rain Gauge does not give accurate results in the case of intense rainfall because some of the rain, which falls during the period when the bucket is emptying, is not measured. 3. The record consists of a series of steps and not a conventional smooth mass curve required for precipitation analysis.","Only 1","Only 2","Only 3","2 and 3 only",4,N/A,medium
2023,Paper-II,hydrology,"Arrange the following steps for design of flood control project in the correct chronological order (from the earliest to the latest). A. Select the flood control measure or a combination of measures which offers the desired protection at a minimum cost. B. Perform the economic analysis of the benefits and costs to determine whether the selected project is economical viable. C. Estimate the project design flood and determine the flood characteristics of the given area. D. Design the flood control works for different alternatives of flood control measures so that the cost estimates may be made and their effects on the flood discharge may be estimated.","A, B, C, D","C, D, A, B","D, C, A, B","B, A, C, D",2,N/A,medium
2023,Paper-II,hydrology,"Match the items under List 1 (Basis of Classification of Canal) with those under List 2 (Type/Name of Canal) in Classification of Canals and choose the correct option. P. Canal Alignment Q. Functions of the canal R. Discharge & its relative importance S. Boundary surface of the canal","P-4,Q-1,R-2,S-3","P-2,Q-4,R-1,S-3","P-3,Q-1,R-4,S-2","P-4,Q-3,R-1,S-2",3,N/A,medium
2023,Paper-II,environmental,"According to IS 10500: 2012, in absence of an alternate source, how much is the maximum permissible limit of 'colour', for drinking water, provided that toxic substances are not suspected in the available water source?","5 Hazen units","5 NTU units","15 NTU units","15 Hazen units",4,N/A,medium
2023,Paper-II,environmental,"Which of the following is the correct formula to estimate the annual volume (cum) required for a landfill? {where, P = Population, m = average mass(kg) of solid waste collected per person per year, V = annual volume, p = compacted fill density (kg/m³)}","Pm/p",Pmp,P,"",1,N/A,medium
2023,Paper-II,environmental,"Read the following statements regarding drinking water parameters and choose the correct option. Statements: 1. When protection against viral infection is required, concentration of free residual chlorine should be minimum 0.5mg/l in the drinking water. 2. The maximum limit of Sulphate (as SO₄) may be extended (in absence of alternate source) to 400 mg/l, only if the Magnesium does not exceed 30mg/l, in the drinking water.","Both statements are incorrect.","Statement 1 is correct and statement 2 is incorrect.","Both statements are correct.","Statement 1 is incorrect and statement 2 is correct.",3,N/A,medium
2023,Paper-II,environmental,"Arrange the following Air Pollution Control Devices in their increasing order of efficiency. A. Fabric Filter B. Electrostatic Precipitator C. Wet Scrubber D. Gravitational Settling Chamber","B, D, C, A","C, A, D, B","A, B, C, D","D, C, B, A",4,N/A,medium
2023,Paper-II,environmental,"For areas of moderate sizes, such as involved for branch sewers, the maximum daily sewage flows can be expressed as","2 X average daily flow","4 X average daily flow","0.5 X average daily flow","6 X average daily flow",1,N/A,medium
2023,Paper-II,environmental,"Choose the most appropriate range of the ratio of ultimate BOD (Bio- chemical oxygen demand) to the COD (Chemical Oxygen Demand) of a waste water, so that it may be considered as fully biodegradable.","1.2 to 1.5","0.9 to 1.0","0.1 to 0.2","2.2 to 2.5",2,N/A,medium
2023,Paper-II,environmental,"The upper layer of lake water through which sunlight can penetrate is known as:","Euphotic Zone","Littoral Zone","Benthic Zone","Oligotrophic Zone",1,N/A,medium
2023,Paper-II,environmental,"Calculate the BOD₅ (kg/day) of the waste water of an industry, if the population equivalent of the industrial waste water is 3750 and average standard BOD₅ of domestic sewage is 0.08 kg/day/person.",5000,46875,300,480,3,N/A,medium
2023,Paper-II,environmental,"Which of the following is/are the disadvantage(s) of interceptor related to house drainage in buildings? 1. Cleaning through the inspection arm of the interceptor trap is not easy. 2. Foul gases of the public sewer cannot pass through the interceptor. 3. Interceptor itself forms an obstruction to the normal flow of sewage.","Only 1","Only 2","Only 3","1 and 3 only",4,N/A,medium
2023,Paper-II,environmental,"Which of the following is the incorrectly matched pair of material of sewer and its non- scouring velocity (cm/sec)?","Ordinary Brick-Lined Sewers - 150 to 250","Cement Concrete Sewers - 250 to 300","Cast Iron Sewer Pipes - 60 to 120","Vitrified Tile - 450 to 500",3,N/A,medium
2023,Paper-II,som,"The forces whose lines of action do not lie in one plane and they do not meet at one point are known as","Non- coplanar and Non- concurrent forces","Non- coplanar and concurrent forces","Coplanar and Non- concurrent forces","Coplanar and concurrent forces",1,N/A,medium
2023,Paper-II,som,"The resultant of two concurrent coplanar forces P & Q is R. If the direction of force Q is reversed then resultant of the forces become S, then (R² + S²) will be equal to ______.","(P² + Q²)²","4(P²+Q²)","2(P²- Q²)","2(P²+Q²)",4,N/A,medium
2023,Paper-II,som,"Read the following statements regarding equilibrium of coplanar and concurrent forces and choose the correct option. Statements: 1. If two forces acting on a body are represented in magnitude and direction by the two sides of a triangle taken in order, then their resultant is given by the third side of the triangle taken in the opposite order. 2. If three forces acting on a particle keep it in equilibrium, then each force is proportional to the cosine of the angle between the other two forces.","Both statements are incorrect.","Statement 1 is correct and statement 2 is incorrect.","Both statements are correct.","Statement 1 is incorrect and statement 2 is correct.",2,N/A,medium
2023,Paper-II,som,"Find the incorrectly matched pair of moment of inertia and its formula related to the given rectangular lamina.","I_y' - (db³)/3","I_x - (bd³)/12","I_y - (db³)/12","I_x' - (bd³)/2",4,N/A,medium
2023,Paper-II,som,"A steel flat 150mm wide and 20mm thick is subjected to a tensile stress of 200N/mm². Find the strain induced in the steel flat. (Take Young's modulus of elasticity = 2×10⁵ N/mm²)",0.01,0.001,0.150,0.00075,2,N/A,medium
2023,Paper-II,som,"A cantilever beam of a 2m span has a left end A as a free end, whereas the right end B is the fixed supported end. It is acted upon by a point load of 10kN at the free end. The maximum bending moment will occur at","point A'","the midpoint of the span","0.5m from point A'","point B'",4,N/A,medium
2023,Paper-II,estimation,"Following IS 1200, match the items under List 1 (Type of work) with those under List 2 (nearest decimal value of measurement). Use codes in lists for matching. P) Length dimension in earthwork (in m units) Q) Length dimension in earthwork done by mechanical means, when dimension is more than 25 m (in m units). R) Thickness of slab in concrete works (in m units). S) Area of steel work (in m² units)","P-3,Q-4,R-2,S-1","P-2,Q-3,R-1,S-4","P-4,Q-1,R-2,S-3","P-2,Q-1,R-4,S-3",1,N/A,medium
2023,Paper-II,som,"Arrange the following points on stress - strain curve of tension test in chronological order (from the earliest to the latest) of their appearance. A. Fracture Point B. Yield Point C. Proportional Limit D. Elastic Limit","D, B, A, C","C, D, B, A","A, C, D, B","B, A, C, D",2,N/A,medium
2023,Paper-II,som,"Which of the following statements regarding Euler's Assumptions is/are correct? Statements: 1. The length of column is very large as compared to cross- sectional dimensions. 2. The cross- section of the column is uniform throughout its length.","Both statements are incorrect.","Statement 1 is correct and statement 2 is incorrect.","Both statements are correct.","Statement 1 is incorrect and statement 2 is correct.",3,N/A,medium
2023,Paper-II,som,"Match the items under List 1 (Type of Beam & Loading Conditions) with those under List 2 (Value of maximum deflection) and choose the correct option. P. Cantilever Beam of span L subjected to point load ""P"" at free end. Q. Cantilever Beam of span L subjected to uniformly distributed load of intensity ""p"" per unit length on entire span R. Simply Supported beam of span L subjected to point load ""P"" at mid span S. Simply Supported beam of span L subjected to uniformly distributed load of intensity ""p"" per unit length on entire span","P-4,Q-1,R-2,S-3","P-2,Q-4,R-1,S-3","P-3,Q-1,R-4,S-2","P-4,Q-3,R-1,S-2",2,N/A,medium
2023,Paper-II,surveying,"The scale of a map is represented as 1 : 50000. The distance between two points A and B is measured as 10 cm in the map. The actual distance between the two points in the field is:","0.5 km","5 km","50 km","500 m",2,N/A,medium
2023,Paper-II,surveying,"Consider the electromagnetic spectrum used in remote sensing. Match the items under List 1 (Wave length values) with those under List 2 (Name of region in electromagnetic spectrum). P. 0.4 to 0.7 μm Q. 0.7 to 3 μm R. 3 to 14 μm S. 1mm to 1m","P-3,Q-1,R-4,S-2","P-2,Q-3,R-4,S-1","P-4,Q-1,R-2,S-3","P-4,Q-3,R-1,S-2",4,N/A,medium
2023,Paper-II,surveying,"Consider the following statements based on stadia tacheometry: P. Stadia tacheometry is based on readings taken against the stadia cross hairs and two forms of stadia method (fixed hair and movable hair) are used. Q. Fixed hair stadia method uses a special diaphragm that enable to change the distance between the cross hairs, the intercept is kept constant even though the distance varies. R. Movable hair method, wherein the distance between the stadia hairs is kept constant, the intercept varies as the distance varies. Identify the correct statements and choose the correct option.","P only","Q only","Q and R only","P, Q, and R",1,N/A,medium
2023,Paper-II,surveying,"The bearings to four stations taken using a prismatic compass are given below in Table. Covert them into reduced bearings and arrange the points in the increasing order of magnitude of reduced bearing values. Point P:275°30', Q:165°30', R:192°00', S:328°30'","Q, R, S, P","R, Q, S, P","S, R, P, Q","P, Q, S, R",1,N/A,medium
2023,Paper-II,surveying,"Among the different corrections applied to a chain surveying identify the correction which is not always negative.","Correction due to wrong alignment","Correction due to slope","Correction due to pull","Correction due to sag",3,N/A,medium
2023,Paper-II,surveying,"In a total station survey work, the leveling of the total station and exact centering at a station are respectively done by using:","Optical plummet and Automatic compensator","Tripod legs and Standards (A- frame)","Optical plummet, tripod legs and circular bubble","Tripod legs, Levelling Foot screws and Optical plummet",4,N/A,medium
2023,Paper-II,building-materials,"Arrange the operations involved in the manufacture of burnt clay bricks in the chronological order (first to last operation). Use codes for answering. W - Weathering; D - Digging; T - Tempering; B - Blending; M - Moulding; U - Unsolling; DR - Drying; BU - Burning","U - W - D - T - B - M - DR - BU","D - U - W - T - B - M - DR - BU","D - W - U - T - B - DR - M - BU","U - D - W - B - T - M - DR - BU",1,N/A,medium
2023,Paper-II,building-materials,"According to IS : 1237 - 1980, the average wet transverse strength of cement concrete flooring tiles shall not be less than","3 N/mm²","5 N/mm²","10 N/mm²","7.5 N/mm²",1,N/A,medium
2023,Paper-II,building-materials,"Consider the following statements based on the seasoning of timber. P. Seasoning is the process of reducing the moisture content of timber in order to prevent the timber from possible fermentation and making it suitable for use. Q. Foxiness, upsets, rind galls are some of the defects caused in timber due to seasoning. R. Reduction in shrinkage, warping and reduction in weight of timber occurs due to seasoning. S. Seasoning reduces the natural defects in timber. Identify the correct statements, and choose the correct option.","P and S only","P and R only","Q and S only","P, Q, and S only",2,N/A,medium
2023,Paper-II,building-materials,"Consider the following pairs with respect to glass : P. Soda lime glass : Crown glass Q. Bullet proof glass : Fusing a mixture of silica, borax, lime and felspar R. Imparts Colour, brightness and shine to glass : Lead oxide S. Accelerator for the fusion of glass : Lime Choose the correct answer on matching.","P only","Q and S only","P and R only","Q, R, and S only",3,N/A,medium
2023,Paper-II,building-materials,"Consider the Properties of building materials. Match the items under List 1 (Properties of materials) with those under List 2 (Definition of Properties). P. Weathering resistance Q. Frost resistance R. Hygroscopicity S. Refractiveness","P-3,Q-4,R-1,S-2","P-2,Q-4,R-1,S-3","P-4,Q-3,R-2,S-1","P-2,Q-3,R-4,S-1",4,N/A,medium
2023,Paper-II,estimation,"According to Indian standards, what is the size of opening and size of frame of a door represented as SDS20.","Size of opening = 800mmX2000mm ; size of frame = 790mmX1990mm","Size of opening = 810mmX2010mm ; size of frame = 800mmX2000mm","Size of opening = 800mmX2000mm ; size of frame = 780mmX1980mm","Size of opening = 820mmX2020mm ; size of frame = 800mmX2000mm",1,N/A,medium
2023,Paper-II,building-materials,"Following the National Building Code of India, 2016, if W is the width of supported wall (in mm units), the width at the base of wall foundation (in mm units) B, shall not be less than :","B = W + 200","B = W + 300","B = W + 250","B = W + 100",1,N/A,medium
2023,Paper-II,building-materials,"Following the national building code of india 2016, Arrange the following buildings according to the increasing order (lowest to highest) of floor area ratios for occupancies facing one public street of at least 9m width. Use codes for answering. H. Hazardous type 1 I. Industrial type 1 E. Educational type 1 M. Mercantile type 1","E-M-I-H","M-I-E-H","H-I-M-E","E-H-I-M",1,N/A,medium
2023,Paper-II,som,"The following statements(P, Q, R, S) pertain to force system acting on bodies. P. Equal and opposite forces acting on a body always constitute a couple action on the body. Q. Coplanar force systems can be concurrent or non-concurrent, parallel or non-parallel. R. Forces may act over a line, a surface or a volume, and are correspondingly denoted as lineal, surface and body forces. S. The concept of moment of a force is equal to the sum of moments due to its components is not valid always. Identify the correct statements, and choose the correct option.","P and Q only","R and S only","Q and R only","P, R, S only",3,N/A,medium
2023,Paper-II,som,"Consider the centroids of the following geometric shapes. ( y_cg : distance to centroidal axis XX from the bottom or base) P. Quarter of a circle of radius R with its base parallel to the centroidal axis in X direction: y_cg = 3π/4R Q. Triangle of base b and height h with the base b parallel to centroidal axis in X direction: y_cg = h/3 R. Semi-circle of radius R with its diameter (as base) kept parallel to the centroidal axis in X direction: y_cg = 4R/3π S. Square of side a with its side kept parallel to centroidal axis in X direction: y_cg = a/2 Choose the correct answer on matching.","P only","Q and S only","P and R only","Q, R, and S only",4,N/A,medium
2023,Paper-II,som,"Three forces as shown in Figure, act at the centre O of a body, keep the body in equilibrium. Determine the magnitude of the force P in kN units?","100 cos 130","100 sin 130","100 sin 140","100 cos 140",2,N/A,medium
2023,Paper-II,som,"A mild steel specimen is subjected to a tension test to plot its stress strain behaviour. The chronological order in which the following stress points occur during the progress of test (first to the last) is : (Use codes for answering) Y - Yield point ; E - Elastic limit ; B - Breaking stress ; U - Ultimate stress","Y-E-B-U","E-Y-U-B","Y-E-U-B","E-Y-B-U",2,N/A,medium
2023,Paper-II,som,"The following statements (P, Q) pertain to strain energy stored in a material. P : The maximum strain energy that can be stored in a material without permanent set is when the stress σ is equal to the stress f at elastic limit of the material. Q : If f is the stress at the elastic limit of a material, then modulus of resilience = f²/E , where E is the Young's modulus of material. Choose the correct statement(s)","P only","Q only","Both P and Q","Neither P nor Q",3,N/A,medium
2023,Paper-II,som,"The bending moment diagram of a simply supported beam AC with supports at A and C is shown in figure. The load acting on the beam is :","A couple applied at the point B","A concentrated load at the point B","A uniformly distributed load over the whole length of beam AC","Equal and Opposite moments applied at A and C",1,N/A,medium
2023,Paper-II,som,"For a cantilever beam of span L different type of loads are applied. Match the Item List 1 (Type and position of load on a cantilever beam) with List 2 (shape of bending moment diagram) and select the correct answer using the codes given in lists : P. Carrying concentrated load at free end Q. Uniformly distributed load over entire span R. Carry a linearly varying load with zero at free end and maximum at fixed end S. Free end is subjected to a couple","P-4,Q-3,R-2,S-1","P-2,Q-3,R-4,S-1","P-3,Q-4,R-2,S-1","P-2,Q-1,R-4,S-3",2,N/A,medium
2023,Paper-II,som,"Consider application of Eulers theory for long columns. Arrange the columns for the situations given below on the basis of the increasing order of crippling load (lowest to highest values). Use codes for answering. (Note : Assume the columns in all cases have same length and EI values) P - Both ends of the column are hinged. Q - Both ends of the column are fixed. R - One end of the column is fixed and the other end is hinged. S - One end of the column is fixed and the other end is free.","S - R - Q - P","R - P - Q - S","S - P - R - Q","P - R - Q - S",3,N/A,medium
2023,Paper-II,som,"The following statements (P, Q, R, S) pertain to the assumptions for the analysis of perfect truss. P. The joints in the truss are rigidly fixed and can resist moments. Q. The load on the truss is applied at the joints only. R. The centroidal lines of the members at a joint, meet at the joint. S. The truss can be loaded either on the joints or on the members in between joints. Identify the correct statements, and choose the correct option.","P, Q, R, S","P and S only","P, R and S only","Q ad R only",4,N/A,medium
2023,Paper-II,som,"The following statements pertain to the applicability of the ""middle third rule"" on analysis of retaining walls subjected to direct and bending stresses. P. The rule can be applied irrespective of the shapes of the bottom section of the retaining wall. Q. This condition pertains to the development of maximum compressive stress at any point of the wall section. Choose the correct statement(s).","P only","Q only","Both P and Q","Neither P nor Q",2,N/A,medium
2023,Paper-II,hydraulics,"If at a point in a fluid flow system the gauge pressure reading is measured as, 200kN/m² express the pressure as absolute pressure (in metre of water units). Take atmospheric pressure as 10m of water, and unit weight of water as 10kN/m³.","20 m","30 m","10 m","12 m",2,N/A,medium
2023,Paper-II,hydraulics,"If P represents the fluid flow parameter at a fixed point in space, then the condition for steady flow can be stated as: (Notation : t - time ; s - space)","∂P/∂t = 0","∂P/∂t ≠ 0","∂P/∂s = 0","∂P/∂s ≠ 0",1,N/A,medium
2023,Paper-II,hydraulics,"The following statements (P, Q) pertain to flow through pipes. P : The hydraulic grade line and the total energy line are coincident for a body of water at rest. Q : The total energy line in a flow of an ideal fluid in a horizontal pipe with no addition of external energy will always be horizontal. Choose the correct statement(s)","P only","Q only","Both P and Q","Neither P nor Q",3,N/A,medium
2023,Paper-II,hydraulics,"What is the wetted perimeter of flow of the channel for the most economical section of a rectangular open channel, the hydraulic radius is 1 m.","1 m","2 m","4 m","8 m",3,N/A,medium
2023,Paper-II,hydraulics,"Among the flow measuring devices given as options, identify the one which is used for the measurement of velocity of flow in both open channel flow and pipe flow.","Rectangular notch","Pivot tube",Piezometer,"Orifice meter",2,N/A,medium
2023,Paper-II,rcc,"The following statements (P,Q,R) are based on the assumptions on which the design of reinforced concrete structures is done, following the limit state of collapse. P. Stress-strain curve of concrete is assumed to follow a linear variation. Q. Maximum stress in the characteristic stress strain curve of concrete in flexural compression is restricted to 0.67 fck (where fck is characteristic compressive strength of concrete) R. The design stress strain curve is obtained by scaling down the ordinates of the characteristic stress strain curve by the appropriate partial safety factor. Identify the correct statement(s) and choose the correct option.","P only","Q only","Q and R only","P,Q,R",2,N/A,medium
2023,Paper-II,rcc,"The following statements (P, Q) pertain to the working stress method of design (WSD) of reinforced concrete structures. P : WSD discriminates between different types of loads in design that act simultaneously, but have different degrees of uncertainty, through partial safety factors. Q : WSD assumes a factor of safety being the ratio of the strength of the material to the permissible stress in material. Choose the correct statement(s).","P only","Q only","Both P and Q","Neither P nor Q",2,N/A,medium
2023,Paper-II,rcc,"According to IS 456: 2000, when the span is less than 3.5 m and imposed load less than 3kN/m², the span to overall depth ratio of continuous two- way RCC slabs with Fe415 steel can be taken as :",35,32,36,28,2,N/A,medium
2023,Paper-II,rcc,"As per IS 456 : 2000, the value of minimum eccentricity to be adopted for the design of a reinforced concrete rectangular column of size 300 mm x 300 mm , having unsupported length of 3.3m is :","10 mm","6.6 mm","16.6 mm","20 mm",4,N/A,medium
2023,Paper-II,rcc,"Consider the following pairs with respect to the members of a steel roof truss : P. Principal tie : Top chord member subjected to compressive forces. Q. Sling : Main inclined members carrying tension. R. Principal rafter : Lower chord member subjected to tensile forces. S. Strut : Members under compression. Choose the correct answer on matching.","P and R only","Q and S only","P, R and S only","R only",2,N/A,medium
2023,Paper-II,rcc,"The following statements (P, Q) pertain to design of steel compression members. P. The tendency of a member to buckle is usually measured by its slenderness ratio. Q. The longer the compression member becomes for the same cross section, the smaller becomes its tendency to buckle. Choose the correct statement(s).","P only","Q only","Both P and Q","Neither P nor Q",1,N/A,medium
