year,paper,subject_slug,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,difficulty
2023,Paper-I,environmental,"The dissolved oxygen level in natural unpolluted waters at normal temperature is found to be of the order of","10 mg/liter","1 mg/liter","100 mg/liter","1000 mg/liter",1,"Typical DO ≈ 10 mg/l.",medium
2023,Paper-I,steel,"What is the effective throat thickness of fillet weld size 6 mm if the angle between fusion faces is 110° ?","3.90 mm","4.20 mm","3.30 mm","3.60 mm",Unknown,"Formula: throat = size × sin(θ/2) = 6×sin55° = 4.91 mm, not matching options; likely a different interpretation.",medium
2023,Paper-I,environmental,"Which one of the following is NOT a sewer appurtenance ?","Septic Tank","Flushing Tank","Manhole","Grease and Oil trap",1,"Septic tank is a treatment unit, not a sewer appurtenance.",medium
2023,Paper-I,hydraulics,"In steady flow through a pipe the density, velocity and area of a section are 3 kg/m³, 8 m/s and 0.5 m² respectively. The velocity at another section having area of 1 m² and density of 4 kg/m³ will be","3 m/s","2 m/s","4 m/s","1 m/s",1,"Continuity: ρ1 A1 V1 = ρ2 A2 V2 => 3×0.5×8 = 4×1×V2 => V2 = 3 m/s.",medium
2023,Paper-I,hydrology,"A graph showing variations of discharge with time a particular point of stream is called as","Hydrograph","Hyetograph","Hygrograph","Isohyt",1,"Hydrograph plots discharge vs time.",medium
2023,Paper-I,hydraulics,"Pascal-second is the unit of","kinematic viscosity","pressure","dynamic viscosity","surface tension",3,"Pascal-second (Pa·s) is unit of dynamic viscosity.",medium
2023,Paper-I,steel,"The maximum effective slenderness ratio value of a tension member in which a reversal of direct stress occurs due to loads other than wind or seismic forces, is",400,350,180,250,3,"For tension members with stress reversal, slenderness ratio ≤ 180.",medium
2023,Paper-I,building-materials,"First class bricks are used for","Boundary walls","Brick ballast in R.C.C.","Low height walls and soak pit walls","Pavements and Load bearing walls",4,"First class bricks are suitable for load bearing walls.",medium
2023,Paper-I,rcc,"What is the magnitude of coefficient of thermal expansion for the Cement Concrete ?","6×10⁻⁶/°C to 8×10⁻⁶/°C","18×10⁻⁶/°C to 20×10⁻⁶/°C","12×10⁻⁶/°C to 14×10⁻⁶/°C","8×10⁻⁶/°C to 10×10⁻⁶/°C",3,"Concrete thermal expansion coefficient is about 10-12×10⁻⁶/°C; option 3 (12-14) is close but actually 10-12. I'll pick 3 as best.",medium
2023,Paper-I,hydraulics,"If the dynamic viscosity of a fluid is 0.5 poise and specific gravity is 0.5, then the kinematic viscosity of that fluid in stokes is",0.50,0.25,1.0,1.5,3,"ν = μ/ρ; μ=0.05 Pa.s, ρ=500 kg/m³, ν=1e-4 m²/s = 1 stoke.",medium
2023,Paper-I,surveying,"The whole circle bearing of P and Q are 24°30' and 327°24' respectively. Then which of the following statements about the quadrantal bearing is/are correct ? A. The quadrantal bearing of P is N 24°30' E B. The quadrantal bearing of P is S 24°30' W C. The quadrantal bearing of Q is N 32°36' W D. The quadrantal bearing of Q is S 32°36' E Choose the correct option","B and D","A and C","A and D","B and C",2,"P: N 24°30' E; Q: N 32°36' W.",medium
2023,Paper-I,estimation,"In long and short wall method of estimation, the length of long wall is the centre to centre distance between the walls and","half breadth of wall on each side","breadth of the wall on each side","one fourth breadth of wall on each side","one third breadth of wall on each side",1,"Long wall length = centre to centre + breadth of wall (half on each side).",medium
2023,Paper-I,building-materials,"Artificial stone is also known as :","Plastic stone","Ashlar stone","Igneous stone","Casted stone",4,"Artificial stone is also called cast stone.",medium
2023,Paper-I,hydraulics,"For a long pipe carrying liquid from one reservoir to another, at the exit section of the pipe, the energy grade line will","lie at a distance (v²/2g) above the liquid surface","meet the liquid substance","lie at a distance (v²/4g) below the liquid surface","lie at a distance (v²/2g) below the liquid surface",1,"At exit, EGL is v²/2g above the free surface (since HGL is at surface).",medium
2023,Paper-I,som,"Match the following statements for the critical buckling load of a column of length L with modulus of elasticity E, and moment of inertia I. A. Column with pinned joints at both end. B. Column with fixed at both ends. C. Column with fixed at one end and pinned at another end. D. Column with fixed at one end and free at another end.","A-4, B-2, C-1, D-3","A-1, B-2, C-3, D-4","A-3, B-2, C-1, D-4","A-2, B-3, C-4, D-1",2,"Pinned-pinned: 1; Fixed-fixed: 2; Fixed-pinned: 3; Fixed-free: 4.",medium
2023,Paper-I,environmental,"Total suspended solids in a strong sewage in PPM",100,200,350,500,3,"Strong sewage has TSS ≈ 350 mg/l.",medium
2023,Paper-I,estimation,"If the formation level of a highway has a uniform gradient for a particular length, and the ground is also having a longitudinal slope, the earthwork CANNOT be calculated by","Trapezoidal formula","Mid-section formula","Prismoidal formula","Centre line method",4,"Centre line method is for walls, not earthwork.",medium
2023,Paper-I,som,"For a two-dimensional generalized system, how many equilibrium equations are available?",2,1,3,4,3,"For 2D, three equations: ΣFx, ΣFy, ΣM.",medium
2023,Paper-I,som,"What is the correct decreasing order of the following materials with respect to their Poisson's ratio? A. Copper B. Steel C. Tungsten","A, C, B","A, B, C","B, C, A","C, B, A",2,"Poisson's ratios: Copper ≈0.35, Steel ≈0.3, Tungsten ≈0.28. So A > B > C.",medium
2023,Paper-I,surveying,"Examine the correctness of following statements. A. In whole circle bearing system, the bearing of a line varies from zero to 90 degrees B. The angle of dip at the equator is zero degree C. French cross staff is used to set out angles of either 45 or 90 degrees D. In quadrantal bearing system, the bearing of a line varies from zero to 360 degrees Choose the correct option","Only D is correct","Only B is correct","A and D are correct","B and C are correct",4,"A false (0-360), B true (dip zero at equator), C true (French cross staff can set 45° and 90°), D false (0-90).",medium
2023,Paper-I,hydraulics,"Settling velocity of a spherical body is expressed by","Newton's law","Reynolds law","Stokes law","Darcey's law",3,"Stokes law for small particles in laminar flow.",medium
2023,Paper-I,rcc,"Which of the following compound contributes to strength development of cement concrete after 28 days ?","Tetraalcium alumino-ferrite","Dicalcium silicate","Tricalcium aluminate","Tricalcium silicate",2,"C₂S contributes to later strength (after 28 days).",medium
2023,Paper-I,environmental,"Which of the following is used as coagulant in treatment of water ?","Al₂SO₄·8H₂O","Al₂(SO₄)₂·18H₂O","Al₂(SO₄)₃·18H₂O","Al₂(SO₄)₃·8H₂O",3,"Alum is Al₂(SO₄)₃·18H₂O.",medium
2023,Paper-I,som,"What is the relationship between Poisson's ratio and axial strain ?","Poisson's ratio is directly proportional to axial strain.","Poisson's ratio is inversely proportional to axial strain.","Poisson's ratio is inversely proportional to the squared of axial strain.","Poisson's ratio is directly proportional to the squared of the axial strain.",Unknown,"Poisson's ratio is a material constant, independent of strain for linear elastic materials. None of the options.",medium
2023,Paper-I,building-materials,"The compressive strength of a second class brick is","10.5 N/mm²","12 N/mm²","7.0 N/mm²","4.0 N/mm²",3,"Second class bricks have minimum compressive strength of 7 N/mm².",medium
2023,Paper-I,rcc,"A simply supported beam of clear span 4 m carries a uniformly distributed load of 25 kN/m. The cross section of the beam is 250 mm × 450 mm. The beam is resting on 300 mm thick brick walls running perpendicular to the axis of the beam. The effective depth of the beam is 420 mm. What is the effective span of the beam ?",,,,Unknown,"Effective span = min(clear span + effective depth, centre to centre) = min(4+0.42, 4+0.3) = 4.3 m. But options not given.",medium
2023,Paper-I,surveying,"The art and science of collecting information about an object or an area without being the direct contact is called","Compass survey","Chain survey","Levelling survey","Remote sensing survey",4,"Remote sensing.",medium
2023,Paper-I,hydraulics,"The coefficient of discharge venturimetre, lies between","0.50 to 0.75","0.3 to 0.45","0.75 to 0.95","0.95 to 1.0",4,"Cd for venturimeter is typically 0.95 to 0.99.",medium
2023,Paper-I,environmental,"The disease Dysentery is caused due to the presence of organism in water","Entamoeba histolytica","Salmonella typhi","Vibrio cholerae","Virus",1,"Dysentery caused by Entamoeba histolytica.",medium
2023,Paper-I,surveying,"Which method is used for balancing the traverse when angular and linear measurements are equally precise ?","Simpson's rule","Transit rule","Sine rule","Bowditch rule",4,"Bowditch rule is used when both are equally precise.",medium
2023,Paper-I,building-materials,"The type of glass that consists of fine but solid rods of glass is known as :","Fibre glass","Laminated glass","Heat resistant glass","Float glass",1,"Fibreglass consists of glass rods.",medium
2023,Paper-I,rcc,"Which of the following expressions is required to calculate the strength of shear reinforcement for single bar or single group of parallel bars, all bent-up at the same cross section ? The characteristic strength and the cross-sectional area of the bent-up bars are given by f_y and A_sv respectively. The angle between the bent-up bar and the axis of the member is given by α.","0.87 f_y A_sv cos α","0.87 f_y A_sv sin α","0.87 f_y A_sv (sin α + cos α)","0.87 f_y A_sv tan α",2,"Vertical component of bent-up bar is sin α, so strength = 0.87 f_y A_sv sin α.",medium
2023,Paper-I,building-materials,"Under which group the Residential buildings fall, as per NBC ?","Group C","Group D","Group A","Group B",3,"Residential buildings are Group A.",medium
2023,Paper-I,transportation,"A horizontal curve is to be designed in a region with a limited space. In this condition which of the followings is/are correct to decrease the radius of the curve ? A. Increase the super elevation B. Decrease the super elevation C. Increase the design speed D. Decrease the design speed Choose the correct option","B and C","A and C","A and D","B and D",3,"To reduce radius, increase super elevation or decrease speed.",medium
2023,Paper-I,estimation,"The unit of payment of cement concrete in lintels is","cubic metre","kilograms","square metre","tonne",1,"Concrete is measured in cubic metres.",medium
2023,Paper-I,steel,"Which of the following statements are correct for the bending strength of a laterally supported steel beam ? A. Bending strength requires elastic section modulus of the cross section for plastic and compact sections. B. Bending strength requires plastic section modulus of the cross section for plastic and compact sections. C. Bending strength requires ultimate stress of the material. D. Bending strength requires yield stress of the material.","A and D","A and C","B and C","B and D",4,"Plastic and compact sections use plastic modulus and yield stress.",medium
2023,Paper-I,surveying,"Theodolite is used for measuring","Vertical angles only","Horizontal angles only","Horizontal and vertical angles","Linear measurements",3,"Theodolite measures both horizontal and vertical angles.",medium
2023,Paper-I,hydraulics,"Which of the following cannot be the value of absolute pressure of a fluid at any point?","13 bar","0","-10 bar","2 bar",3,"Absolute pressure cannot be negative.",medium
